Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.129-44.207.212.153-61208-443-6,192.168.1.129,61208,44.207.212.153,443,6,13/05/2026 06:12:51 pm,1538640,17,26,3437.0,5703.0,1440.0,0.0,202.1764705882353,346.617086150935,1440.0,0.0,219.3461538461538,453.07438173506927,5940.310923932824,27.946758176051578,36634.28571428572,105625.27266601508,530320.0,0.0,1016801.0,63550.0625,147334.83956641928,530553.0,43.0,1538640.0,61545.59999999999,133727.42209092097,539325.0,0.0,0,0,0,0,340,652,11.048718348671555,16.898039827380025,0.0,1440.0,207.72727272727278,406.3847623285771,165148.5750528541,0,1,0,0,0,0,0,0,1.0,212.5581395348837,202.1764705882353,219.34615384615384,0,0,0,0,0,0,17,3437,26,5703,-1,277,12,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-216.239.38.181-62920-443-6,192.168.1.129,62920,216.239.38.181,443,6,13/05/2026 06:13:02 pm,286490,4,12,74.0,8855.0,74.0,0.0,18.5,37.0,1412.0,0.0,737.9166666666666,677.9643941218224,31166.881915599144,55.848371670913465,19099.33333333333,39012.11732941202,145801.0,0.0,270160.0,90053.33333333333,87929.16964428432,176459.0,676.0,240601.0,21872.818181818177,44155.471200788204,145801.0,0.0,0,0,0,0,80,264,13.962092917728366,41.8862787531851,0.0,1412.0,525.235294117647,656.976743253877,431618.44117647054,0,1,0,0,0,0,0,0,3.0,558.0625,18.5,737.9166666666666,0,0,0,0,0,0,4,74,12,8855,-1,1047,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-3.161.94.73-55332-443-6,192.168.1.129,55332,3.161.94.73,443,6,13/05/2026 06:13:00 pm,274909,24,70,764.0,89010.0,577.0,0.0,31.833333333333336,118.34535558443261,1440.0,0.0,1271.571428571429,447.0548898448171,326558.9704229399,341.93133000374667,2956.0107526881707,8774.627286144563,45553.0,0.0,229162.0,9963.565217391306,16692.873084115014,71661.0,51.0,274508.0,3978.376811594202,10183.592748519044,45553.0,0.0,0,0,0,0,564,1424,87.30161617116937,254.62971383257732,0.0,1440.0,944.9894736842105,672.2757871071746,451954.73393057106,0,1,0,0,0,0,0,0,2.0,955.0425531914893,31.833333333333332,1271.5714285714287,0,0,0,0,0,0,24,764,70,89010,-1,145,4,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-34.149.133.51-59349-443-6,192.168.1.129,59349,34.149.133.51,443,6,13/05/2026 06:13:00 pm,388664,5,10,64.0,5114.0,64.0,0.0,12.8,28.621670111997307,1412.0,0.0,511.4,651.1064429108346,13322.56138978655,38.593746783854435,27761.714285714286,54796.286671534705,201429.0,0.0,347504.0,86876.0,127331.24048978186,273569.0,829.0,344172.0,38241.333333333336,65896.21814262182,201429.0,0.0,0,0,0,0,100,224,12.864582261284811,25.729164522569622,0.0,1412.0,323.625,563.2715005513179,317274.78333333327,0,1,0,0,0,0,0,0,2.0,345.2,12.8,511.4,0,0,0,0,0,0,5,64,10,5114,-1,1047,1,0,0,0,0,0,0,0,0,0,No Label
172.217.170.138-192.168.1.129-443-57424-17,172.217.170.138,443,192.168.1.129,57424,17,13/05/2026 06:12:27 pm,61788523,6,8,468.0,320.0,78.0,78.0,78.0,0.0,78.0,34.0,40.0,15.362291495737216,12.753177479254521,0.2265792953167047,4752963.307692308,5587608.431144228,1.3068094E7,221.0,5.3868597E7,1.07737194E7,2631155.6385196596,1.3096022E7,7865582.0,6.1788523E7,8826931.857142856,4570047.246794444,1.3091968E7,575.0,0,0,0,0,48,64,0.09710541227858772,0.12947388303811697,34.0,78.0,57.73333333333333,22.429147702636108,503.0666666666666,0,0,0,0,0,0,0,0,1.0,61.857142857142854,78.0,40.0,0,0,0,0,0,0,6,468,8,320,-1,-1,6,0,15720.333333333332,16933.83193097967,33875.0,221.0,1.0278387833333332E7,2625260.8702400164,1.3068094E7,7834140.0,No Label
192.168.1.129-3.160.170.75-57946-443-6,192.168.1.129,57946,3.160.170.75,443,6,13/05/2026 06:12:59 pm,477763,8,15,689.0,6717.0,502.0,0.0,86.12499999999999,171.62453828883892,1440.0,0.0,447.80000000000007,628.1820937094138,15501.409694764978,48.14102389678565,21716.5,53167.056619632785,214623.0,0.0,132284.0,18897.714285714283,30703.140359005003,75107.0,226.0,477763.0,34125.92857142858,64687.74711639374,215708.0,0.0,0,0,0,0,172,324,16.744703964099354,31.39631993268629,0.0,1440.0,308.5833333333333,532.1248559490908,283156.86231884063,0,1,0,0,0,0,0,0,1.0,322.0,86.125,447.8,0,0,0,0,0,0,8,689,15,6717,-1,145,4,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-192.168.1.1-59369-53-17,192.168.1.129,59369,192.168.1.1,53,17,13/05/2026 06:12:41 pm,4197275,3,3,111.0,295.0,37.0,37.0,37.0,0.0,208.0,34.0,98.33333333333333,95.44806615816444,96.72942563925403,1.4294989010727197,839455.0,1292651.5099380033,3028404.0,31298.0,1045533.0,522766.5,692794.2328285506,1012646.0,32887.0,4197275.0,2098637.5,2923659.5589296133,4165977.0,31298.0,0,0,0,0,24,24,0.7147494505363599,0.7147494505363599,34.0,208.0,62.857142857142854,64.33617067515642,4139.142857142857,0,0,0,0,0,0,0,0,1.0,73.33333333333333,37.0,98.33333333333333,0,0,0,0,0,0,3,111,3,295,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-51.161.119.92-0-0-0,192.168.1.129,0,51.161.119.92,0,0,13/05/2026 06:12:52 pm,16843730,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4155849090433057,2807288.3333333335,6074978.011471733,1.5197156E7,88356.0,1.663962E7,3327924.0,6640687.921389658,1.5197156E7,88356.0,0,0,0,0,0,0,0,0,0,0,0,0.3562156363228335,0.059369272720472245,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,1,0,-1,-1,0,0,1103827.0,0.0,1103827.0,1103827.0,1.5197156E7,0.0,1.5197156E7,1.5197156E7,No Label
192.168.1.129-104.18.28.234-57327-443-6,192.168.1.129,57327,104.18.28.234,443,6,13/05/2026 06:12:19 pm,45061166,1,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.33333333333333337,0.5773502691896257,0.04438411558191814,0.08876823116383628,1.5020388666666668E7,2.597282689640389E7,4.5011224E7,15806.0,0,0,0,0,0,4.5061166E7,2.2530583E7,3.1814780452607527E7,4.502703E7,34136.0,0,0,0,0,20,84,0.02219205779095907,0.06657617337287722,0.0,1.0,0.6,0.5477225575051661,0.29999999999999993,0,0,0,0,1,0,0,0,3.0,0.75,1.0,0.3333333333333333,0,0,0,0,0,0,1,1,3,1,-1,16,1,0,34136.0,0.0,34136.0,34136.0,4.5011224E7,0.0,4.5011224E7,4.5011224E7,No Label
142.250.203.8-192.168.1.129-443-53949-6,192.168.1.129,53949,142.250.203.8,443,6,13/05/2026 06:12:52 pm,2149495,7,13,1560.0,6953.0,1412.0,0.0,222.85714285714286,525.5217815249363,1412.0,0.0,534.8461538461538,665.8080111355733,3960.4651325078685,9.304511059574459,113131.31578947367,169740.427122989,616405.0,0.0,1849882.0,308313.6666666667,213057.105353158,616405.0,706.0,2149495.0,179124.58333333334,275449.5259377951,951684.0,0.0,0,0,0,0,152,332,3.2565788708510603,6.047932188723398,0.0,1412.0,405.3809523809523,616.1199944970523,379603.8476190477,0,1,0,0,0,0,0,0,1.0,425.65,222.85714285714286,534.8461538461538,0,0,0,0,0,0,7,1560,13,6953,-1,1048,3,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-35.186.249.72-58152-443-6,192.168.1.129,58152,35.186.249.72,443,6,13/05/2026 06:13:00 pm,383166,5,10,64.0,5161.0,64.0,0.0,12.8,28.621670111997307,1412.0,0.0,516.1,649.2570882683274,13636.38736213547,39.14752352766164,27369.0,45006.750230467565,140228.0,0.0,276367.0,69091.75,100753.2498479164,213716.0,94.0,337060.0,37451.11111111111,52574.954943976045,140228.0,0.0,0,0,0,0,100,224,13.049174509220547,26.098349018441095,0.0,1412.0,326.5625,563.0400777623797,317014.12916666665,0,1,0,0,0,0,0,0,2.0,348.3333333333333,12.8,516.1,0,0,0,0,0,0,5,64,10,5161,-1,1047,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-216.239.38.181-61619-443-17,192.168.1.129,61619,216.239.38.181,443,17,13/05/2026 06:13:02 pm,561685,21,24,7932.0,14551.0,1250.0,30.0,377.71428571428567,537.4615467972701,1250.0,21.0,606.2916666666666,566.6032642493079,40027.77357415634,80.11607929711494,12765.568181818182,24099.959836305166,105417.0,0.0,530767.0,26538.350000000002,32761.087166709483,105967.0,48.0,561685.0,24421.086956521744,37713.76720161418,124386.0,0.0,0,0,0,0,168,192,37.38750367198697,42.72857562512797,21.0,1250.0,515.9347826086956,563.6626415063816,317715.5734299517,0,0,0,0,0,0,0,0,1.0,527.4,377.7142857142857,606.2916666666666,0,0,0,0,0,0,21,7932,24,14551,-1,-1,21,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-51.161.119.92-51337-443-6,192.168.1.129,51337,51.161.119.92,443,6,13/05/2026 06:12:52 pm,1059953,4,9,80.0,3095.0,80.0,0.0,20.0,40.0,1440.0,0.0,343.8888888888889,523.6046801844986,2995.4158344756797,12.264694755333492,88329.41666666666,162046.70071672008,426117.0,0.0,720887.0,240295.66666666666,217862.76460270426,426472.0,688.0,1059579.0,132447.375,186280.73119042476,426298.0,0.0,0,0,0,0,80,204,3.773752232410305,8.490942522923186,0.0,1440.0,226.7857142857143,442.3700467275765,195691.25824175822,0,1,0,0,0,0,0,0,2.0,244.23076923076923,20.0,343.8888888888889,0,0,0,0,0,0,4,80,9,3095,-1,501,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-192.178.54.164-64022-443-6,192.178.54.164,443,192.168.1.129,64022,6,13/05/2026 06:12:39 pm,146,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,13698.630136986301,146.0,0.0,146.0,146.0,0,0,0,0,0,146.0,146.0,0.0,146.0,146.0,0,0,0,0,0,40,0.0,13698.630136986301,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,252,0,0,0,0,0,0,0,0,0,0,No Label
142.250.203.8-192.168.1.129-443-57587-6,192.168.1.129,57587,142.250.203.8,443,6,13/05/2026 06:12:51 pm,6798751,8,13,148.0,6953.0,74.0,0.0,18.5,34.2553436915844,1412.0,0.0,534.8461538461538,665.8080111355733,1044.4565479747678,3.088802634483893,339937.55,709861.7956556181,2996168.0,0.0,6080371.0,868624.4285714285,1066884.3118820111,2996454.0,2064.0,6798751.0,566562.5833333334,865815.5281898268,2996413.0,0.0,0,0,0,0,196,308,1.1766867178986258,1.9121159165852668,0.0,1412.0,322.7727272727273,567.2545352768966,321777.7077922079,0,1,0,0,0,0,0,0,1.0,338.14285714285717,18.5,534.8461538461538,0,0,0,0,0,0,8,148,13,6953,-1,1047,2,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-35.186.249.72-54048-443-17,192.168.1.129,54048,35.186.249.72,443,17,13/05/2026 06:13:00 pm,420832,14,16,6045.0,11390.0,1250.0,31.0,431.7857142857142,551.4946374760458,1250.0,24.0,711.8750000000001,573.4719842038203,41429.834233138165,71.28735457379668,14511.448275862069,31229.322286441686,143914.0,0.0,355724.0,27363.384615384613,60321.57156100745,218624.0,42.0,420832.0,28055.466666666664,48520.837126017555,148947.0,0.0,0,0,0,0,112,128,33.267432134438444,38.019922439358226,24.0,1250.0,602.741935483871,574.6193503959489,330187.3978494623,0,0,0,0,0,0,0,0,1.0,622.8333333333334,431.7857142857143,711.875,0,0,0,0,0,0,14,6045,16,11390,-1,-1,14,0,0,0,0,0,0,0,0,0,No Label
151.101.66.27-192.168.1.129-443-52436-6,192.168.1.129,52436,151.101.66.27,443,6,13/05/2026 06:12:54 pm,2339878,63,177,760.0,239372.0,573.0,0.0,12.063492063492067,73.2518574059065,1440.0,0.0,1352.3841807909603,328.82483486053496,102625.8633997157,102.56945020210455,9790.284518828448,42337.25150724379,463389.0,0.0,2256030.0,36387.580645161295,81009.26485539431,463566.0,24.0,2339839.0,13294.539772727276,48967.81706606443,463607.0,0.0,0,0,0,0,1416,3564,26.924480678052443,75.6449695240521,0.0,1440.0,996.3983402489632,657.7352740000346,432615.6906639005,0,1,0,0,0,0,0,0,2.0,1000.55,12.063492063492063,1352.3841807909605,0,0,0,0,0,0,63,760,177,239372,-1,282,4,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-44.207.212.153-54181-443-6,192.168.1.129,54181,44.207.212.153,443,6,13/05/2026 06:12:52 pm,31760171,0,6,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.18891585942657552,6352034.2,6134079.065822612,1.6131474E7,312650.0,0,0,0,0,0,3.1760171E7,6352034.2,6134079.065822612,1.6131474E7,312650.0,0,0,0,0,0,192,0.0,0.18891585942657552,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6,0,-1,26883,0,0,7566817.0,0.0,7566817.0,7566817.0,1.2096677E7,5706064.638822277,1.6131474E7,8061880.0,No Label
192.168.1.129-23.196.227.234-52946-443-6,192.168.1.129,52946,23.196.227.234,443,6,13/05/2026 06:12:39 pm,46482222,15,20,956.0,10454.0,665.0,0.0,63.73333333333334,170.01910256819744,1440.0,0.0,522.6999999999999,594.2351209305695,245.47019288363623,0.7529760517902953,1367124.1764705884,7713856.228737465,4.5007181E7,0.0,4.6424606E7,3316043.285714286,1.2015018605810905E7,4.5045745E7,30.0,4.6482222E7,2446432.736842105,1.03185275359135E7,4.5040132E7,0.0,0,0,0,0,360,436,0.3227040221958408,0.43027202959445443,0.0,1440.0,316.94444444444446,507.733954206303,257793.76825396818,0,1,0,0,0,0,0,0,1.0,326.0,63.733333333333334,522.7,0,0,0,0,0,0,15,956,20,10454,-1,496,6,0,1442090.0,0.0,1442090.0,1442090.0,4.5007181E7,0.0,4.5007181E7,4.5007181E7,No Label
192.168.1.129-192.168.1.1-59718-53-17,192.168.1.129,59718,192.168.1.1,53,17,13/05/2026 06:12:50 pm,78657,1,3,42.0,243.0,42.0,42.0,42.0,0.0,143.0,42.0,81.0,54.286278192559855,3623.3265952172087,50.85370659953977,26219.0,17492.339666265347,40133.0,6582.0,0,0,0,0,0,78657.0,39328.5,10446.088478468866,46715.0,31942.0,0,0,0,0,8,24,12.713426649884942,38.140279949654825,42.0,143.0,65.4,43.92948895673611,1929.8,0,0,0,0,0,0,0,0,3.0,81.75,42.0,81.0,0,0,0,0,0,0,1,42,3,243,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-192.168.1.1-49935-53-17,192.168.1.129,49935,192.168.1.1,53,17,13/05/2026 06:12:22 pm,39677,1,3,50.0,289.0,50.0,50.0,50.0,0.0,173.0,50.0,96.33333333333333,66.87550622861357,8543.992741386699,100.8140736446808,13225.666666666668,18720.329867107932,34646.0,0.0,0,0,0,0,0,39677.0,19838.5,28055.875757138645,39677.0,0.0,0,0,0,0,8,24,25.2035184111702,75.61055523351061,50.0,173.0,77.8,53.6674948176268,2880.2,0,0,0,0,0,0,0,0,3.0,97.25,50.0,96.33333333333333,0,0,0,0,0,0,1,50,3,289,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-192.178.54.162-53386-443-17,192.168.1.129,53386,192.178.54.162,443,17,13/05/2026 06:13:08 pm,966494,27,37,4040.0,33795.0,1250.0,31.0,149.6296296296296,330.11142036825976,1250.0,21.0,913.3783783783784,529.068592032333,39146.647573601076,66.21872458597777,15341.174603174604,61992.805093593306,472206.0,0.0,910072.0,35002.76923076923,94276.7229860299,472557.0,61.0,966494.0,26847.05555555556,85363.17810322282,472529.0,0.0,0,0,0,0,216,296,27.936024434709374,38.2827001512684,21.0,1250.0,601.3076923076922,592.1717952555271,350667.4350961539,0,0,0,0,0,0,0,0,1.0,610.703125,149.62962962962962,913.3783783783783,0,0,0,0,0,0,27,4040,37,33795,-1,-1,27,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-35.166.248.51-59291-443-6,192.168.1.129,59291,35.166.248.51,443,6,13/05/2026 06:13:07 pm,3644206,28,35,3585.0,9779.0,833.0,0.0,128.03571428571425,176.36021264212232,1440.0,0.0,279.3999999999999,470.10406857856236,3667.1911522016044,17.28771644632603,58777.51612903227,123263.13151949184,428852.0,0.0,3298420.0,122163.70370370372,159421.93474111753,429021.0,64.0,3644097.0,107179.32352941178,183525.53611265545,613691.0,0.0,0,0,0,0,560,724,7.683429531700458,9.604286914625572,0.0,1440.0,208.81249999999994,372.7715958846821,138958.66269841272,0,1,0,0,0,0,0,0,1.0,212.12698412698413,128.03571428571428,279.4,0,0,0,0,0,0,28,3585,35,9779,-1,299,19,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-20.135.6.15-57538-443-6,192.168.1.129,57538,20.135.6.15,443,6,13/05/2026 06:12:41 pm,46199961,6,13,159.0,11245.0,158.0,0.0,26.5,64.42282204312382,1440.0,0.0,865.0,708.9823693153448,246.8400352112851,0.4112557584193631,2566664.5,1.0580782163090559E7,4.496028E7,0.0,4.5603054E7,9120610.8,2.0035622222709898E7,4.496028E7,150.0,4.6199961E7,3849996.75,1.3055431304137122E7,4.530441E7,0.0,0,0,0,0,120,296,0.12987023950085153,0.28138551891851166,0.0,1440.0,570.2,698.9164997939386,488484.2736842105,0,1,0,0,0,0,0,0,2.0,600.2105263157895,26.5,865.0,0,0,0,0,0,0,6,159,13,11245,-1,2052,2,0,945596.0,0.0,945596.0,945596.0,4.496028E7,0.0,4.496028E7,4.496028E7,No Label
142.251.157.119-192.168.1.129-443-51267-17,192.168.1.129,51267,142.251.157.119,443,17,13/05/2026 06:13:00 pm,4022576,32,36,14823.0,19520.0,1250.0,31.0,463.21874999999994,541.4489362856285,1250.0,21.0,542.2222222222223,574.0093135685972,8537.563988846949,16.90459049126729,60038.44776119403,307602.81686332304,2517307.0,0.0,4003555.0,129146.93548387094,447538.2160471464,2517307.0,44.0,4022576.0,114930.74285714286,436343.49492905533,2592289.0,0.0,0,0,0,0,256,288,7.955101407655194,8.949489083612093,21.0,1250.0,515.8405797101451,559.3176678982958,312836.2536231883,0,0,0,0,0,0,0,0,1.0,523.4264705882352,463.21875,542.2222222222222,0,0,0,0,0,0,32,14823,36,19520,-1,-1,32,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-3.230.136.9-61370-443-6,192.168.1.129,61370,3.230.136.9,443,6,13/05/2026 06:13:00 pm,1540921,11,17,2030.0,5082.0,1235.0,0.0,184.54545454545456,370.38476308735045,1440.0,0.0,298.94117647058823,549.3014280188332,4615.4215563289745,18.17095100916919,57071.14814814815,117971.78978327622,383928.0,0.0,1267271.0,126727.1,219236.15226024602,656332.0,71.0,1540723.0,96295.18749999999,143248.68395729098,383928.0,0.0,0,0,0,0,220,364,7.138587896459326,11.032363112709866,0.0,1440.0,245.24137931034485,476.1921622301843,226758.97536945817,0,1,0,0,0,0,0,0,1.0,254.0,184.54545454545453,298.94117647058823,0,0,0,0,0,0,11,2030,17,5082,-1,279,6,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-192.168.1.1-56534-53-17,192.168.1.129,56534,192.168.1.1,53,17,13/05/2026 06:12:51 pm,3778453,4,3,136.0,150.0,34.0,34.0,34.0,0.0,58.0,42.0,50.0,8.0,75.69235345788343,1.8526100496684754,629742.1666666666,786736.832227249,2006252.0,14616.0,3046860.0,1015620.0,985908.9365499229,2006252.0,34503.0,3778453.0,1889226.5,2651099.593267009,3763837.0,14616.0,0,0,0,0,32,24,1.0586343140962717,0.7939757355722038,34.0,58.0,41.0,9.007933011676826,81.14285714285714,0,0,0,0,0,0,0,0,0.0,46.857142857142854,34.0,50.0,0,0,0,0,0,0,4,136,3,150,-1,-1,4,0,0,0,0,0,0,0,0,0,No Label
151.101.194.27-192.168.1.129-443-49896-6,192.168.1.129,49896,151.101.194.27,443,6,13/05/2026 06:12:57 pm,4227604,51,110,2404.0,129913.0,436.0,0.0,47.137254901960766,112.93308100071353,1440.0,0.0,1181.027272727273,523.4753213795386,31298.342985766874,38.08303710565133,26422.524999999972,71033.38842947698,368977.0,0.0,4174099.0,83481.98000000001,130956.6268384993,559481.0,58.0,4227550.0,38784.862385321074,104376.74408287506,781300.0,0.0,0,0,0,0,1068,2248,12.063570760175265,26.019466345476065,0.0,1440.0,816.7716049382717,686.9589053020609,471912.5375738059,0,1,0,0,0,0,0,0,2.0,821.8447204968944,47.13725490196079,1181.0272727272727,0,0,0,0,0,0,51,2404,110,129913,-1,283,10,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-104.18.11.207-51143-443-6,192.168.1.129,51143,104.18.11.207,443,6,13/05/2026 06:13:04 pm,100202,4,8,64.0,4000.0,64.0,0.0,16.0,32.0,1440.0,0.0,500.0,629.7899876716274,40558.07269315982,119.75808866090497,9109.272727272728,15950.569645570087,52481.0,0.0,82985.0,27661.666666666668,31041.508296687734,62415.0,2687.0,47721.0,6817.285714285714,8529.672965874008,17536.0,0.0,0,0,0,0,80,184,39.91936288696832,79.83872577393664,0.0,1440.0,312.6153846153846,540.8384753419975,292506.25641025644,0,1,0,0,0,0,0,0,2.0,338.6666666666667,16.0,500.0,0,0,0,0,0,0,4,64,8,4000,-1,16,1,0,0,0,0,0,0,0,0,0,No Label
142.251.47.35-192.168.1.129-443-52642-17,192.168.1.129,52642,142.251.47.35,443,17,13/05/2026 06:13:05 pm,260631,7,10,3970.0,7670.0,1250.0,31.0,567.1428571428571,639.0426247054857,1250.0,27.0,767.0,570.2112668905173,44660.842340320225,65.22631613277008,16289.4375,17356.82254703224,48925.0,0.0,260532.0,43422.0,34880.31619696129,84122.0,222.0,228888.0,25431.999999999996,30094.97725119592,79069.0,0.0,0,0,0,0,56,80,26.857894878199446,38.368421254570634,27.0,1250.0,716.1111111111111,586.254099585705,343693.8692810458,0,0,0,0,0,0,0,0,1.0,758.2352941176471,567.1428571428571,767.0,0,0,0,0,0,0,7,3970,10,7670,-1,-1,7,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-192.168.1.1-50069-53-17,192.168.1.129,50069,192.168.1.1,53,17,13/05/2026 06:12:54 pm,126381,1,3,37.0,211.0,37.0,37.0,37.0,0.0,121.0,37.0,70.33333333333333,44.60194315647395,1962.3202854859512,31.65032718525728,42127.0,37624.95937539335,77991.0,2959.0,0,0,0,0,0,126381.0,63190.5,20931.067829902993,77991.0,48390.0,0,0,0,0,8,24,7.91258179631432,23.737745388942958,37.0,121.0,57.0,36.4417343165772,1328.0,0,0,0,0,0,0,0,0,3.0,71.25,37.0,70.33333333333333,0,0,0,0,0,0,1,37,3,211,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
142.251.47.33-192.168.1.129-0-0-0,192.168.1.129,0,142.251.47.33,0,0,13/05/2026 06:13:07 pm,540077,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7031756582857627,540077.0,0.0,540077.0,540077.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8515878291428813,1.8515878291428813,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-192.168.1.1-64335-53-17,192.168.1.129,64335,192.168.1.1,53,17,13/05/2026 06:13:16 pm,62142,1,3,51.0,215.0,51.0,51.0,51.0,0.0,97.0,51.0,71.66666666666667,23.35237318418266,4280.5188117537255,64.36870393614625,20714.0,16672.207172417213,33196.0,1780.0,0,0,0,0,0,62142.0,31071.0,5522.503961066936,34976.0,27166.0,0,0,0,0,8,24,16.09217598403656,48.27652795210968,51.0,97.0,63.4,20.019990009987517,400.8,0,0,0,0,0,0,0,0,3.0,79.25,51.0,71.66666666666667,0,0,0,0,0,0,1,51,3,215,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-23.42.7.141-57282-443-6,192.168.1.129,57282,23.42.7.141,443,6,13/05/2026 06:12:48 pm,57040,0,2,0.0,1.0,0,0,0,0,1.0,0.0,0.5,0.7071067811865476,17.53155680224404,35.06311360448808,57040.0,0.0,57040.0,57040.0,0,0,0,0,0,57040.0,57040.0,0.0,57040.0,57040.0,0,0,0,0,0,52,0.0,35.06311360448808,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.5,0,0,0,0,0,0,0,0,2,1,-1,614,0,0,0,0,0,0,0,0,0,0,No Label
192.168.1.129-192.168.1.1-64173-53-17,192.168.1.129,64173,192.168.1.1,53,17,13/05/2026 06:12:50 pm,130419,1,3,39.0,512.0,39.0,39.0,39.0,0.0,244.0,39.0,170.66666666666666,114.27306477614631,4224.844539522615,30.67037778237833,43473.0,21175.38526213868,64064.0,21758.0,0,0,0,0,0,130419.0,65209.5,1619.9816356983804,66355.0,64064.0,0,0,0,0,8,24,7.667594445594583,23.00278333678375,39.0,244.0,118.0,108.30512453249847,11730.0,0,0,0,0,0,0,0,0,3.0,147.5,39.0,170.66666666666666,0,0,0,0,0,0,1,39,3,512,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
